time_s,cell_index,z_center_m,residence_left_s,omega,T_solid_C,omega0,tref_min,slope_min_per_C,dry_mass_kg,water_mass_kg
4499.9999999988395,9,1.52,517.125,0.7377868776988522,114.44419737356517,0.7753500000002477,14.940000000004108,-0.20460000000006387,2.56111400462963,7.206185137967168
4499.9999999988395,10,1.68,467.875,0.7254435062348676,119.50256525700459,0.7753500000002478,14.940000000004087,-0.20460000000006398,2.56111400462963,6.767071861629719
4499.9999999988395,11,1.84,418.625,0.7104645939400126,125.37788295854294,0.7753500000002469,14.940000000004078,-0.2046000000000641,2.56111400462963,6.284484671820344
4499.9999999988395,12,2.0,369.375,0.6920230808390975,132.25623272666826,0.7753500000002476,14.940000000004066,-0.20460000000006456,2.56111400462963,5.754814382495951
4499.9999999988395,13,2.16,320.125,0.6698886795803002,141.92791867011752,0.7753500000002469,14.940000000004055,-0.20460000000006395,2.56111400462963,5.19722036988821
4499.9999999988395,14,2.32,270.875,0.6450087016377779,158.11077539654949,0.7753500000002479,14.940000000004044,-0.2046000000000645,2.56111400462963,4.653468483576458
4499.9999999988395,15,2.48,221.625,0.6147854660866962,178.49065987552325,0.775350000000248,14.940000000004025,-0.20460000000006404,2.56111400462963,4.0874253913580425
4499.9999999988395,16,2.64,172.375,0.5746182655239515,200.2902763245783,0.77535000000025,14.94000000000407,-0.20460000000006373,2.56111400462963,3.4596287707605895
4499.9999999988395,17,2.8000000000000003,123.125,0.5155953510137941,220.11526110060157,0.7753500000002476,14.94000000000405,-0.20460000000006373,2.56111400462963,2.7260235362459553
4499.9999999988395,18,2.96,73.875,0.42631943612774353,240.98597788400994,0.7753500000002491,14.940000000004046,-0.20460000000006376,2.56111400462963,1.9032415373160487
4499.9999999988395,19,3.12,24.625,0.2799426475447036,250.0,0.7753500000002504,14.940000000004044,-0.20460000000006337,2.56111400462963,0.9957054568987941
